sequence_id,event_id,sector_id,corridor_id,state,district,latitude,longitude,start_time,end_time,forecast_origin,prediction_time,temporal_span_hours,present_timesteps,missing_timesteps,coverage_ratio,sequence_type,is_event_sample,target_6h,target_12h,target_24h,target_48h,target_window_start,target_window_end,event_time,label_confidence,data_quality,provenance,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,api_30d,rain_intensity,fos,soil_moisture,soil_porosity,pore_pressure,effective_stress,hydraulic_saturation,tilt,tilt_rate_24h,ground_displacement,displacement_velocity_24h,slope,aspect,elevation,curvature,ndvi,ndvi_anomaly,insar_velocity,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility
SEQ_V4_TRAIN_DB_AS-DIMA-01_0021,NONE_DB_CONTROL,AS-DIMA-01,Lumding-Badarpur Hill Section,Assam,Dima Hasao,25.178,93.023,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,5.3,,,,,,0.0,1.126,,,0.0,,,,,,0.08,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-DIMA-01_0022,NONE_DB_CONTROL,AS-DIMA-01,Lumding-Badarpur Hill Section,Assam,Dima Hasao,25.178,93.023,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,117.0,,,,,,6.5,0.901,,,24.48,,,,,,2.05,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AS-DIMA-01_0023,NONE_DB_CONTROL,AS-DIMA-01,Lumding-Badarpur Hill Section,Assam,Dima Hasao,25.178,93.023,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,113.8,,,,,,6.32,0.908,,,23.71,,,,,,1.99,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AS-GUWAHATI-01_0024,NONE_DB_CONTROL,AS-GUWAHATI-01,Guwahati Urban Rim,Assam,Kamrup Metropolitan,26.142,91.776,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,24.7,,,,,,0.0,2.284,,,2.33,,,,,,0.37,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-GUWAHATI-01_0025,NONE_DB_CONTROL,AS-GUWAHATI-01,Guwahati Urban Rim,Assam,Kamrup Metropolitan,26.142,91.776,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,24.7,,,,,,0.0,2.284,,,2.33,,,,,,0.37,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-GUWAHATI-01_0026,NONE_DB_CONTROL,AS-GUWAHATI-01,Guwahati Urban Rim,Assam,Kamrup Metropolitan,26.142,91.776,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,24.7,,,,,,0.0,2.284,,,2.33,,,,,,0.37,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-GUWAHATI-01_0027,NONE_DB_CONTROL,AS-GUWAHATI-01,Guwahati Urban Rim,Assam,Kamrup Metropolitan,26.142,91.776,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,19.4,,,,,,0.0,2.312,,,1.06,,,,,,0.25,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-GUWAHATI-01_0028,NONE_DB_CONTROL,AS-GUWAHATI-01,Guwahati Urban Rim,Assam,Kamrup Metropolitan,26.142,91.776,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,96.6,,,,,,5.37,1.903,,,19.58,,,,,,1.69,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AS-GUWAHATI-01_0029,NONE_DB_CONTROL,AS-GUWAHATI-01,Guwahati Urban Rim,Assam,Kamrup Metropolitan,26.142,91.776,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,93.4,,,,,,5.19,1.919,,,18.82,,,,,,1.63,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_ML-CHERRA-01_0030,NONE_DB_CONTROL,ML-CHERRA-01,Sohra-Shella Corridor,Meghalaya,East Khasi Hills,25.275,91.732,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,18.0,,,,,,0.1,1.621,,,0.72,,,,,,0.24,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-CHERRA-01_0031,NONE_DB_CONTROL,ML-CHERRA-01,Sohra-Shella Corridor,Meghalaya,East Khasi Hills,25.275,91.732,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,18.0,,,,,,0.1,1.621,,,0.72,,,,,,0.24,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-CHERRA-01_0032,NONE_DB_CONTROL,ML-CHERRA-01,Sohra-Shella Corridor,Meghalaya,East Khasi Hills,25.275,91.732,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,18.0,,,,,,0.3,1.621,,,0.72,,,,,,0.24,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-CHERRA-01_0033,NONE_DB_CONTROL,ML-CHERRA-01,Sohra-Shella Corridor,Meghalaya,East Khasi Hills,25.275,91.732,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,18.0,,,,,,0.1,1.621,,,0.72,,,,,,0.24,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-CHERRA-01_0034,NONE_DB_CONTROL,ML-CHERRA-01,Sohra-Shella Corridor,Meghalaya,East Khasi Hills,25.275,91.732,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,112.2,,,,,,6.23,1.315,,,23.33,,,,,,1.96,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_ML-CHERRA-01_0035,NONE_DB_CONTROL,ML-CHERRA-01,Sohra-Shella Corridor,Meghalaya,East Khasi Hills,25.275,91.732,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,108.2,,,,,,6.01,1.328,,,22.37,,,,,,1.89,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_ML-SONAPUR-01_0036,NONE_DB_CONTROL,ML-SONAPUR-01,NH-06 Barak Valley Lifeline,Meghalaya,East Jaintia Hills,25.105,92.362,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.7,,,,,,0.0,1.433,,,0.0,,,,,,0.09,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-SONAPUR-01_0037,NONE_DB_CONTROL,ML-SONAPUR-01,NH-06 Barak Valley Lifeline,Meghalaya,East Jaintia Hills,25.105,92.362,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.7,,,,,,0.0,1.433,,,0.0,,,,,,0.09,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-SONAPUR-01_0038,NONE_DB_CONTROL,ML-SONAPUR-01,NH-06 Barak Valley Lifeline,Meghalaya,East Jaintia Hills,25.105,92.362,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.7,,,,,,0.0,1.433,,,0.0,,,,,,0.09,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-SONAPUR-01_0039,NONE_DB_CONTROL,ML-SONAPUR-01,NH-06 Barak Valley Lifeline,Meghalaya,East Jaintia Hills,25.105,92.362,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.3,,,,,,0.0,1.433,,,0.0,,,,,,0.12,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_ML-SONAPUR-01_0040,NONE_DB_CONTROL,ML-SONAPUR-01,NH-06 Barak Valley Lifeline,Meghalaya,East Jaintia Hills,25.105,92.362,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,100.2,,,,,,5.57,1.203,,,20.45,,,,,,1.75,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_ML-SONAPUR-01_0041,NONE_DB_CONTROL,ML-SONAPUR-01,NH-06 Barak Valley Lifeline,Meghalaya,East Jaintia Hills,25.105,92.362,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,96.2,,,,,,5.34,1.214,,,19.49,,,,,,1.68,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MN-JIRIBAM-01_0042,NONE_DB_CONTROL,MN-JIRIBAM-01,NH-37 Lifeline,Manipur,Tamenglong,24.802,93.421,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.6,,,,,,0.1,1.631,,,0.0,,,,,,0.1,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-JIRIBAM-01_0043,NONE_DB_CONTROL,MN-JIRIBAM-01,NH-37 Lifeline,Manipur,Tamenglong,24.802,93.421,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.6,,,,,,0.1,1.631,,,0.0,,,,,,0.1,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-JIRIBAM-01_0044,NONE_DB_CONTROL,MN-JIRIBAM-01,NH-37 Lifeline,Manipur,Tamenglong,24.802,93.421,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.6,,,,,,0.0,1.631,,,0.0,,,,,,0.1,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-JIRIBAM-01_0045,NONE_DB_CONTROL,MN-JIRIBAM-01,NH-37 Lifeline,Manipur,Tamenglong,24.802,93.421,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,3.6,,,,,,0.0,1.631,,,0.0,,,,,,0.13,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-JIRIBAM-01_0046,NONE_DB_CONTROL,MN-JIRIBAM-01,NH-37 Lifeline,Manipur,Tamenglong,24.802,93.421,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,76.2,,,,,,4.23,1.432,,,14.69,,,,,,1.33,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MN-JIRIBAM-01_0047,NONE_DB_CONTROL,MN-JIRIBAM-01,NH-37 Lifeline,Manipur,Tamenglong,24.802,93.421,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,72.2,,,,,,4.01,1.445,,,13.73,,,,,,1.26,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MN-TUPUL-01_0048,NONE_DB_CONTROL,MN-TUPUL-01,Jiribam-Imphal Railway,Manipur,Noney,24.818,93.635,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,1.7,,,,,,0.0,1.126,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-TUPUL-01_0049,NONE_DB_CONTROL,MN-TUPUL-01,Jiribam-Imphal Railway,Manipur,Noney,24.818,93.635,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,1.7,,,,,,0.0,1.126,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-TUPUL-01_0050,NONE_DB_CONTROL,MN-TUPUL-01,Jiribam-Imphal Railway,Manipur,Noney,24.818,93.635,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,1.7,,,,,,0.0,1.126,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-TUPUL-01_0051,NONE_DB_CONTROL,MN-TUPUL-01,Jiribam-Imphal Railway,Manipur,Noney,24.818,93.635,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,1.9,,,,,,0.0,1.126,,,0.0,,,,,,0.06,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MN-TUPUL-01_0052,NONE_DB_CONTROL,MN-TUPUL-01,Jiribam-Imphal Railway,Manipur,Noney,24.818,93.635,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,81.0,,,,,,4.5,0.98,,,15.84,,,,,,1.42,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MN-TUPUL-01_0053,NONE_DB_CONTROL,MN-TUPUL-01,Jiribam-Imphal Railway,Manipur,Noney,24.818,93.635,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,77.0,,,,,,4.28,0.989,,,14.88,,,,,,1.35,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MZ-HUNTHAR-01_0054,NONE_DB_CONTROL,MZ-HUNTHAR-01,NH-06 / Western Arterial,Mizoram,Aizawl,23.742,92.708,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.3,1.126,,,0.0,,,,,,0.15,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-HUNTHAR-01_0055,NONE_DB_CONTROL,MZ-HUNTHAR-01,NH-06 / Western Arterial,Mizoram,Aizawl,23.742,92.708,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.3,1.126,,,0.0,,,,,,0.15,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-HUNTHAR-01_0056,NONE_DB_CONTROL,MZ-HUNTHAR-01,NH-06 / Western Arterial,Mizoram,Aizawl,23.742,92.708,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.0,1.126,,,0.0,,,,,,0.15,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-HUNTHAR-01_0057,NONE_DB_CONTROL,MZ-HUNTHAR-01,NH-06 / Western Arterial,Mizoram,Aizawl,23.742,92.708,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,5.1,,,,,,0.0,1.126,,,0.0,,,,,,0.13,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_MZ-HUNTHAR-01_0058,NONE_DB_CONTROL,MZ-HUNTHAR-01,NH-06 / Western Arterial,Mizoram,Aizawl,23.742,92.708,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,59.8,,,,,,3.32,1.027,,,10.75,,,,,,1.05,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MZ-HUNTHAR-01_0059,NONE_DB_CONTROL,MZ-HUNTHAR-01,NH-06 / Western Arterial,Mizoram,Aizawl,23.742,92.708,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,56.6,,,,,,3.14,1.034,,,9.98,,,,,,0.99,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_MZ-KOLASIB-01_0060,NONE_DB_CONTROL,MZ-KOLASIB-01,NH-306 Silchar-Aizawl Link,Mizoram,Kolasib,24.225,92.678,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.0,,,,,,0.2,1.631,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
