sample_id,event_id,sector_id,state,district,timestamp,latitude,longitude,event_date,lead_time_to_event_hours,is_event_sample,target_6h,target_12h,target_24h,target_48h,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,rain_intensity,rainfall_threshold_exceedance,fos,slope,aspect,elevation,curvature,soil_moisture,pore_pressure,tilt,ground_displacement,ndvi,ndvi_anomaly,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility,source,provenance,control_reason,distance_from_event_km,time_from_event_days
EV-12-Tminus36h,EV-12,NL-KOHIMA-01,Nagaland,Kohima,2024-09-01T19:00:00Z,25.675,94.108,2024-09-03T07:00:00Z,36.0,1,0,0,0,1,5.3,11.8,19.7,42.8,61.2,82.6,104.0,88.4,130.0,5.3,0,0.942,39.5,190.0,1440.0,-0.05,0.39,13.0,0.9,6.0,0.52,-0.01,0,0.0,999.0,0.84,Nagaland NSDMA Monsoon Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-12-Tminus24h,EV-12,NL-KOHIMA-01,Nagaland,Kohima,2024-09-02T07:00:00Z,25.675,94.108,2024-09-03T07:00:00Z,24.0,1,0,0,1,1,9.5,21.2,35.4,73.5,105.0,141.8,178.5,151.7,223.1,9.5,0,0.84,39.5,190.0,1440.0,-0.05,0.442,18.2,1.62,12.0,0.52,-0.015,0,0.0,999.0,0.84,Nagaland NSDMA Monsoon Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-12-Tminus12h,EV-12,NL-KOHIMA-01,Nagaland,Kohima,2024-09-02T19:00:00Z,25.675,94.108,2024-09-03T07:00:00Z,12.0,1,0,1,1,1,16.0,35.5,59.1,104.2,148.8,200.9,253.0,215.0,316.2,16.0,0,0.749,39.5,190.0,1440.0,-0.05,0.494,22.88,2.7,24.0,0.52,-0.03,0,0.0,999.0,0.84,Nagaland NSDMA Monsoon Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-12-Tminus6h,EV-12,NL-KOHIMA-01,Nagaland,Kohima,2024-09-03T01:00:00Z,25.675,94.108,2024-09-03T07:00:00Z,6.0,1,1,1,1,1,21.3,47.3,78.8,122.5,175.0,236.3,297.5,252.9,371.9,21.3,1,0.688,39.5,190.0,1440.0,-0.05,0.52,26.0,3.42,34.0,0.52,-0.06,0,0.0,999.0,0.84,Nagaland NSDMA Monsoon Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus48h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-26T15:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,48.0,1,0,0,0,1,2.7,5.9,9.8,20.3,29.0,39.2,49.3,41.9,61.6,2.7,0,1.152,36.0,200.0,1350.0,-0.03,0.305,7.35,0.41,2.08,0.52,-0.007,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus36h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-27T03:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,36.0,1,0,0,0,1,4.4,9.8,16.3,35.6,50.8,68.6,86.4,73.4,108.0,4.4,0,1.089,36.0,200.0,1350.0,-0.03,0.352,10.5,0.68,3.9,0.52,-0.01,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus24h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-27T15:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,24.0,1,0,0,1,1,7.9,17.6,29.4,60.9,87.0,117.5,147.9,125.7,184.9,7.9,0,1.004,36.0,200.0,1350.0,-0.03,0.399,14.7,1.22,7.8,0.52,-0.015,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus12h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-28T03:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,12.0,1,0,1,1,1,13.2,29.3,48.9,86.2,123.2,166.3,209.4,178.0,261.8,13.2,0,0.928,36.0,200.0,1350.0,-0.03,0.446,18.48,2.03,15.6,0.52,-0.03,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus6h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-28T09:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,6.0,1,1,1,1,1,17.6,39.1,65.2,101.5,145.0,195.8,246.5,209.5,308.1,17.6,0,0.877,36.0,200.0,1350.0,-0.03,0.47,21.0,2.56,22.1,0.52,-0.06,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-14-Tminus48h,EV-14,AR-TAWANG-01,Arunachal Pradesh,Tawang,2024-06-23T13:00:00Z,27.586,91.859,2024-06-25T13:00:00Z,48.0,1,0,0,0,1,3.5,7.7,12.8,26.6,38.0,51.3,64.6,54.9,80.8,3.5,0,0.927,43.0,220.0,2800.0,-0.07,0.345,9.62,0.6,3.52,0.52,-0.007,0,0.0,999.0,0.89,BRO Project Vartak / Arunachal SDMA,[HISTORICAL],none_event_antecedent_window,,
EV-14-Tminus36h,EV-14,AR-TAWANG-01,Arunachal Pradesh,Tawang,2024-06-24T01:00:00Z,27.586,91.859,2024-06-25T13:00:00Z,36.0,1,0,0,0,1,5.8,12.8,21.4,46.5,66.5,89.8,113.0,96.0,141.2,5.8,0,0.848,43.0,220.0,2800.0,-0.07,0.398,13.75,1.0,6.6,0.52,-0.01,0,0.0,999.0,0.89,BRO Project Vartak / Arunachal SDMA,[HISTORICAL],none_event_antecedent_window,,
EV-14-Tminus24h,EV-14,AR-TAWANG-01,Arunachal Pradesh,Tawang,2024-06-24T13:00:00Z,27.586,91.859,2024-06-25T13:00:00Z,24.0,1,0,0,1,1,10.4,23.1,38.5,79.8,114.0,153.9,193.8,164.7,242.2,10.4,0,0.742,43.0,220.0,2800.0,-0.07,0.451,19.25,1.8,13.2,0.52,-0.015,0,0.0,999.0,0.89,BRO Project Vartak / Arunachal SDMA,[HISTORICAL],none_event_antecedent_window,,
EV-14-Tminus12h,EV-14,AR-TAWANG-01,Arunachal Pradesh,Tawang,2024-06-25T01:00:00Z,27.586,91.859,2024-06-25T13:00:00Z,12.0,1,0,1,1,1,17.3,38.5,64.1,113.0,161.5,218.0,274.6,233.4,343.2,17.3,1,0.647,43.0,220.0,2800.0,-0.07,0.503,24.2,3.0,26.4,0.52,-0.03,0,0.0,999.0,0.89,BRO Project Vartak / Arunachal SDMA,[HISTORICAL],none_event_antecedent_window,,
EV-14-Tminus6h,EV-14,AR-TAWANG-01,Arunachal Pradesh,Tawang,2024-06-25T07:00:00Z,27.586,91.859,2024-06-25T13:00:00Z,6.0,1,1,1,1,1,23.1,51.3,85.5,133.0,190.0,256.5,323.0,274.6,403.8,23.1,1,0.584,43.0,220.0,2800.0,-0.07,0.53,27.5,3.8,37.4,0.52,-0.06,0,0.0,999.0,0.89,BRO Project Vartak / Arunachal SDMA,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus48h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-18T09:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,48.0,1,0,0,0,1,2.8,6.3,10.5,21.7,31.0,41.9,52.7,44.8,65.9,2.8,0,1.158,35.5,170.0,450.0,-0.03,0.312,7.87,0.42,2.32,0.52,-0.007,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus36h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-18T21:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,36.0,1,0,0,0,1,4.7,10.4,17.4,37.9,54.2,73.2,92.1,78.3,115.1,4.7,0,1.089,35.5,170.0,450.0,-0.03,0.36,11.25,0.7,4.35,0.52,-0.01,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus24h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-19T09:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,24.0,1,0,0,1,1,8.5,18.8,31.4,65.1,93.0,125.6,158.1,134.4,197.6,8.5,0,0.998,35.5,170.0,450.0,-0.03,0.408,15.75,1.26,8.7,0.52,-0.015,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus12h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-19T21:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,12.0,1,0,1,1,1,14.1,31.4,52.3,92.3,131.8,177.9,224.1,190.5,280.1,14.1,0,0.916,35.5,170.0,450.0,-0.03,0.456,19.8,2.1,17.4,0.52,-0.03,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus6h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-20T03:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,6.0,1,1,1,1,1,18.9,41.9,69.8,108.5,155.0,209.2,263.5,224.0,329.4,18.9,1,0.861,35.5,170.0,450.0,-0.03,0.48,22.5,2.66,24.65,0.52,-0.06,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-16-Tminus48h,EV-16,TR-JAMPUI-01,Tripura,North Tripura,2024-08-18T11:00:00Z,23.82,92.27,2024-08-20T11:00:00Z,48.0,1,0,0,0,1,2.9,6.5,10.8,22.4,32.0,43.2,54.4,46.2,68.0,2.9,0,1.205,34.0,190.0,680.0,-0.03,0.319,8.05,0.45,2.56,0.52,-0.007,0,0.0,999.0,0.79,Tripura SDMA Monsoon Deluge Log,[HISTORICAL],none_event_antecedent_window,,
EV-16-Tminus36h,EV-16,TR-JAMPUI-01,Tripura,North Tripura,2024-08-18T23:00:00Z,23.82,92.27,2024-08-20T11:00:00Z,36.0,1,0,0,0,1,4.9,10.8,18.0,39.2,56.0,75.6,95.2,80.9,119.0,4.9,0,1.134,34.0,190.0,680.0,-0.03,0.367,11.5,0.75,4.8,0.52,-0.01,0,0.0,999.0,0.79,Tripura SDMA Monsoon Deluge Log,[HISTORICAL],none_event_antecedent_window,,
EV-16-Tminus24h,EV-16,TR-JAMPUI-01,Tripura,North Tripura,2024-08-19T11:00:00Z,23.82,92.27,2024-08-20T11:00:00Z,24.0,1,0,0,1,1,8.7,19.4,32.4,67.2,96.0,129.6,163.2,138.7,204.0,8.7,0,1.039,34.0,190.0,680.0,-0.03,0.416,16.1,1.35,9.6,0.52,-0.015,0,0.0,999.0,0.79,Tripura SDMA Monsoon Deluge Log,[HISTORICAL],none_event_antecedent_window,,
EV-16-Tminus12h,EV-16,TR-JAMPUI-01,Tripura,North Tripura,2024-08-19T23:00:00Z,23.82,92.27,2024-08-20T11:00:00Z,12.0,1,0,1,1,1,14.6,32.4,54.0,95.2,136.0,183.6,231.2,196.5,289.0,14.6,0,0.953,34.0,190.0,680.0,-0.03,0.465,20.24,2.25,19.2,0.52,-0.03,0,0.0,999.0,0.79,Tripura SDMA Monsoon Deluge Log,[HISTORICAL],none_event_antecedent_window,,
EV-16-Tminus6h,EV-16,TR-JAMPUI-01,Tripura,North Tripura,2024-08-20T05:00:00Z,23.82,92.27,2024-08-20T11:00:00Z,6.0,1,1,1,1,1,19.4,43.2,72.0,112.0,160.0,216.0,272.0,231.2,340.0,19.4,1,0.896,34.0,190.0,680.0,-0.03,0.49,23.0,2.85,27.2,0.52,-0.06,0,0.0,999.0,0.79,Tripura SDMA Monsoon Deluge Log,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus48h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-12T06:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,48.0,1,0,0,0,1,2.5,5.5,9.1,18.9,27.0,36.5,45.9,39.0,57.4,2.5,0,1.303,32.0,180.0,210.0,-0.02,0.299,7.0,0.38,1.92,0.52,-0.007,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus36h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-12T18:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,36.0,1,0,0,0,1,4.1,9.1,15.2,33.0,47.2,63.7,80.2,68.2,100.2,4.1,0,1.239,32.0,180.0,210.0,-0.02,0.345,10.0,0.62,3.6,0.52,-0.01,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus24h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-13T06:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,24.0,1,0,0,1,1,7.4,16.4,27.3,56.7,81.0,109.4,137.7,117.0,172.1,7.4,0,1.154,32.0,180.0,210.0,-0.02,0.391,14.0,1.12,7.2,0.52,-0.015,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus12h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-13T18:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,12.0,1,0,1,1,1,12.3,27.4,45.6,80.4,114.8,155.0,195.2,165.9,244.0,12.3,0,1.077,32.0,180.0,210.0,-0.02,0.437,17.6,1.88,14.4,0.52,-0.03,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus6h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-14T00:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,6.0,1,1,1,1,1,16.4,36.5,60.8,94.5,135.0,182.2,229.5,195.1,286.9,16.4,0,1.026,32.0,180.0,210.0,-0.02,0.46,20.0,2.38,20.4,0.52,-0.06,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
CTRL-01,NONE,SK-NH10-KM48,Sikkim,Pakyong,2023-01-15T12:00:00Z,27.33,88.61,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.096,42.0,195.0,890.0,-0.06,0.22,2.0,0.08,0.2,0.65,0.0,0,0.0,999.0,0.88,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,628.0
CTRL-02,NONE,SK-MANGAN-01,Sikkim,Mangan,2023-02-10T12:00:00Z,27.502,88.528,NONE,9999.0,0,0,0,0,0,0.2,0.4,0.8,1.3,2.0,2.6,3.1,2.5,3.6,0.2,0,1.034,44.5,210.0,1250.0,-0.08,0.24,2.5,0.1,0.3,0.65,0.0,0,0.0,999.0,0.92,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,488.0
CTRL-03,NONE,MN-NONEY-01,Manipur,Noney,2023-03-05T12:00:00Z,24.7865,93.6394,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.111,41.5,225.0,640.0,-0.07,0.21,1.8,0.07,0.2,0.65,0.0,0,0.0,999.0,0.85,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,249.0
CTRL-04,NONE,MZ-AIZAWL-MELTHUM,Mizoram,Aizawl,2023-01-20T12:00:00Z,23.7271,92.7176,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.044,45.0,200.0,920.0,-0.09,0.2,1.5,0.06,0.2,0.65,0.0,0,0.0,999.0,0.94,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,494.0
CTRL-05,NONE,AS-DIMA-HASAO-01,Assam,Dima Hasao,2023-02-20T12:00:00Z,25.178,93.023,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.14,40.0,185.0,510.0,-0.06,0.23,2.2,0.09,0.2,0.65,0.0,0,0.0,999.0,0.91,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,280.0
CTRL-06,NONE,ML-MAWSYNRAM-01,Meghalaya,East Khasi Hills,2023-01-28T12:00:00Z,25.297,91.582,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.026,46.0,215.0,1400.0,-0.11,0.2,1.5,0.06,0.1,0.65,0.0,0,0.0,999.0,0.95,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,225.0
CTRL-07,NONE,NL-KOHIMA-01,Nagaland,Kohima,2023-03-12T12:00:00Z,25.675,94.108,NONE,9999.0,0,0,0,0,0,0.2,0.4,0.8,1.3,2.0,2.6,3.1,2.5,3.6,0.2,0,1.141,39.5,190.0,1440.0,-0.05,0.25,2.8,0.11,0.3,0.65,0.0,0,0.0,999.0,0.84,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,541.0
CTRL-08,NONE,AR-TAWANG-01,Arunachal Pradesh,Tawang,2023-02-18T12:00:00Z,27.586,91.859,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.089,43.0,220.0,2800.0,-0.07,0.19,1.2,0.05,0.1,0.65,0.0,0,0.0,999.0,0.89,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,493.0
CTRL-09,NONE,SK-NH10-KM48,Sikkim,Pakyong,2024-05-10T12:00:00Z,27.33,88.61,NONE,9999.0,0,0,0,0,0,3.4,8.4,15.2,24.7,38.0,49.4,58.9,47.1,67.7,3.4,0,0.995,42.0,195.0,890.0,-0.06,0.35,7.2,0.38,1.2,0.58,0.0,0,0.0,999.0,0.88,Defensible non-event observation,[MODELLED],moderate_monsoon_stable,0.0,147.0
CTRL-10,NONE,MZ-AIZAWL-MELTHUM,Mizoram,Aizawl,2024-05-12T12:00:00Z,23.7271,92.7176,NONE,9999.0,0,0,0,0,0,3.9,9.7,17.6,28.6,44.0,57.2,68.2,54.6,78.4,3.9,0,0.923,45.0,200.0,920.0,-0.09,0.37,7.8,0.42,1.4,0.58,0.0,0,0.0,999.0,0.94,Defensible non-event observation,[MODELLED],moderate_monsoon_stable,0.0,16.0
CTRL-11,NONE,MN-TAMENG-01,Manipur,Tamenglong,2024-05-20T12:00:00Z,24.985,93.49,NONE,9999.0,0,0,0,0,0,3.5,8.8,16.0,26.0,40.0,52.0,62.0,49.6,71.3,3.5,0,1.09,38.0,170.0,1100.0,-0.04,0.36,7.5,0.4,1.3,0.58,0.0,0,0.0,999.0,0.82,Defensible non-event observation,[MODELLED],moderate_monsoon_stable,0.0,43.0
CTRL-12,NONE,AS-CACHAR-01,Assam,Cachar,2024-06-02T12:00:00Z,24.833,92.778,NONE,9999.0,0,0,0,0,0,4.6,11.4,20.8,33.8,52.0,67.6,80.6,64.5,92.7,4.6,0,1.161,35.0,160.0,180.0,-0.03,0.39,8.5,0.46,1.7,0.58,0.0,0,0.0,999.0,0.8,Defensible non-event observation,[MODELLED],moderate_monsoon_stable,0.0,16.0
CTRL-13,NONE,ML-SHILLONG-01,Meghalaya,East Khasi Hills,2024-06-05T12:00:00Z,25.5788,91.8933,NONE,9999.0,0,0,0,0,0,5.7,14.3,26.0,42.2,65.0,84.5,100.8,80.6,115.9,5.7,0,1.079,37.0,175.0,1520.0,-0.04,0.41,9.5,0.52,2.0,0.58,0.0,0,0.0,999.0,0.81,Defensible non-event observation,[MODELLED],moderate_monsoon_stable,0.0,35.0
CTRL-14,NONE,NL-KOHIMA-01,Nagaland,Kohima,2024-06-08T12:00:00Z,25.675,94.108,NONE,9999.0,0,0,0,0,0,4.0,10.1,18.4,29.9,46.0,59.8,71.3,57.0,82.0,4.0,0,1.04,39.5,190.0,1440.0,-0.05,0.38,8.0,0.44,1.5,0.58,0.0,0,0.0,999.0,0.84,Defensible non-event observation,[MODELLED],moderate_monsoon_stable,0.0,87.0
CTRL-15,NONE,AS-DIMA-HASAO-01,Assam,Dima Hasao,2024-07-22T12:00:00Z,25.178,93.023,NONE,9999.0,0,0,0,0,0,8.1,20.2,36.8,59.8,92.0,119.6,142.6,114.1,164.0,8.1,0,0.959,40.0,185.0,510.0,-0.06,0.42,11.5,0.75,2.8,0.58,0.0,0,0.0,999.0,0.91,Defensible non-event observation,[MODELLED],heavy_rain_competent_formation,0.0,798.0
CTRL-16,NONE,ML-MAWSYNRAM-01,Meghalaya,East Khasi Hills,2024-07-25T12:00:00Z,25.297,91.582,NONE,9999.0,0,0,0,0,0,10.1,25.3,46.0,74.8,115.0,149.5,178.2,142.6,204.9,10.1,0,0.805,46.0,215.0,1400.0,-0.11,0.44,13.0,0.88,3.4,0.58,0.0,0,0.0,999.0,0.95,Defensible non-event observation,[MODELLED],heavy_rain_competent_formation,0.0,769.0
CTRL-17,NONE,AR-TAWANG-01,Arunachal Pradesh,Tawang,2024-08-04T12:00:00Z,27.586,91.859,NONE,9999.0,0,0,0,0,0,9.2,23.1,42.0,68.2,105.0,136.5,162.8,130.2,187.2,9.2,0,0.878,43.0,220.0,2800.0,-0.07,0.43,12.2,0.82,3.1,0.58,0.0,0,0.0,999.0,0.89,Defensible non-event observation,[MODELLED],heavy_rain_competent_formation,0.0,40.0
CTRL-18,NONE,TR-JAMPUI-01,Tripura,North Tripura,2024-09-15T12:00:00Z,23.82,92.27,NONE,9999.0,0,0,0,0,0,7.5,18.7,34.0,55.2,85.0,110.5,131.8,105.4,151.6,7.5,0,1.154,34.0,190.0,680.0,-0.03,0.41,10.5,0.68,2.2,0.58,0.0,0,0.0,999.0,0.79,Defensible non-event observation,[MODELLED],heavy_rain_competent_formation,0.0,26.0
CTRL-19,NONE,SK-SINGTAM-01,Sikkim,Gangtok,2024-02-14T03:00:00Z,27.234,88.498,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.15,39.0,180.0,420.0,-0.05,0.25,3.0,0.65,1.5,0.65,0.0,1,4.8,25.0,0.9,Defensible non-event observation,[MODELLED],seismic_dry_stable,0.0,133.0
CTRL-20,NONE,AS-DIMA-HASAO-01,Assam,Dima Hasao,2024-03-20T04:30:00Z,25.178,93.023,NONE,9999.0,0,0,0,0,0,0.4,1.1,2.0,3.2,5.0,6.5,7.8,6.2,9.0,0.4,0,1.109,40.0,185.0,510.0,-0.06,0.27,3.8,0.72,1.8,0.65,0.0,1,5.1,38.0,0.91,Defensible non-event observation,[MODELLED],seismic_dry_stable,0.0,673.0
